URL,Title,Price,In Stock,Timestamp
https://www.citilink.ru/product/smartfon-oppo-a6x-256gb-6gb-t-fioletovyi-3g-4g-2sim-6-75-ips-720x1570-2160554/,Не найдено,0.0,False,2026-05-02T14:23:18.252692
